Tweet,label
orphanage saved by bikini car wash URL URL,NR
"vanessa hudgens' father, gregory hudgens, dies the night before ""grease: live"" URL URL",NR
we must address the political marginalization and institutional racism affecting people of color. read my plan: URL,R
"the guardian front page, tuesday 12 january 2016: david bowie 1947-2016 URL",NR
powell: don't 'pin' this on me: ex-secretary of state rejects clinton claim he 'told her to use' email server URL,NR
"an open letter to trump voters from his top strategist: stop supporting him, he doesn't want to win URL",R
caitlyn jenner about to post nude for cover of sports illustrated.... 😳,R
"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL",R
breaking news: new york times is reporting the canadian soldier who was shot has died from their injuries. heartbreaking. #cdnpoli #ableg,R
"the 2016 race: no, the polling doesn’t prove bernie sanders won the hispanic vote in nevada URL",R
5p!!! hell no!!!!!! #5pbagcharge 😵😵 URL,R
#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL,R
"obama to skip nancy reagan's funeral, as he did scalia's. this time, he'll be attending sxsw: URL",R
i almost started crying ... but i didn't want them to make me the crying face instead of jordan. --draymond green URL,NR
the white house was lit up with rainbow lights to celebrate marriage equality: URL URL,R
#ripnathancirillo rt @globeandmail: soldier killed at war memorial identified as cpl. nathan cirillo #ottawashooting URL,R
"#whiteliberalproverbs"" i'll have them n*ggers voting democratic for the next two hundred years"". lbj, founder of the modern welfare state",R
nothing to see here. just nuggets forward wilson chandler catching a 350-pound fish: URL URL,NR
jimmy fallon and sesame street characters photobomb families & it's seriously adorable: URL URL,NR
"breaking news: gunmen take hostages at sydney cafe, wave islamic flag URL URL",R
"it's been 5 years since ""what makes you beautiful"" lit up our world like nobody else: URL URL",NR
"on israeli tv, an israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in paris. #jesuisjuif",R
central sydney shut down by police amid ongoing hostage situation: URL,R
5p bag charge fi dead #robthisengland URL,R
uber sydney trips from cbd will be free for riders. higher rates are still in place to encourage drivers to get into the cbd.,R
what a rally for no. 1. oklahoma came back from 14 down and won 77-75 at lsu on this late jumper: URL,NR
"man armed with knife on swiss train starts fire - seven people hospitalised with knife wounds and burns, police say URL",NR
"500,000 boycott target over trans bathroom policy... URL",R
"the best thing about the 5p plastic bag charge is that the cupboard next to my sink is now worth £672,348.",R
charlie hebdo shooting latest: 12 dead and gunmen still at large URL URL,R
purple pain: landmarks across globe light up in fitting prince tributes #ripprince URL URL,R
a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL,R
"today's the day: if you don't have health insurance, make sure you #getcovered at URL now! URL",NR
shots fired on parliament hill after a man walked up with a gun. i'm locked in a security office on parliament hill,R
layton police officer hospitalized after subway worker serves him meth and thc in his drink (video) URL,R
"woah, nature. URL URL",R
recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.,R
photos of the day URL URL,NR
"hostage taker in sydney cafe demands isis flag and call with australian pm, sky news reports. URL #sydneysiege",R
mps credit sergeant-at-arms for saving lives in parliament hill shootings URL URL,R
"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",R
"these louisiana politicians are demanding flood aid, but voted against sandy relief URL URL",NR
"update: 12 now confirmed dead in #charliehebdo attack in paris, @ap is reporting. story: URL (ap) URL",R
"at least 30 people killed in double blast near shia shrine of sayyida zeinab, south of damascus - syrian state media URL",NR
we can see people coming out a firedoor near the lindt cafe to waiting police. 2-3 people. hard to see. #sydneysiege,R
hillary clinton is lying. clinton is not first woman nominated for president. it was victoria woodhull in 1872. to … URL,R
"obama to skip nancy reagan’s funeral, attend entertainment festival instead URL URL",R
.@potus will make his latest push to advance equal pay for women today URL URL,NR
white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,R
"we've devoted 24 pages to #batman v #superman, interviewing @zacksnyder, @benaffleck, henry cavill, @galgadot... URL",NR
"‘i can’t do this anymore,’ think 320 million americans quietly going about day URL URL",NR
we hope you're as excited about thursday as this kid was about lebron's easy basket: URL,NR
target says boycott over transgender bathroom policy isn't hurting sales URL,R
french police still searching for woman who may have been accompanying 28-year-old man arrested at disneyland paris URL,NR
an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,R
watch: tommy chong made a pro-bernie sanders video URL URL,NR
jeb bush campaign kicks off 3-state farewell tour with iowa town hall meeting URL URL,NR
breaking: live coverage of hostage situation unfolding in sydney's martin place URL URL,R
“after school satan clubs”? URL,R
this network of tunnels is from the stone age however no one knows how they could've been constructed at the time URL,R
"top north korean diplomat who disappeared from london embassy has defected to south korea, seoul confirms URL",NR
